,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.6094340682029724,0.19378995895385742,0.6563503742218018,0.7389904856681824,0.6807616949081421,0.14912724494934082,0.6583268046379089,0.9779326319694519
1,0.6459221243858337,0.15994764864444733,0.6646711230278015,0.8327082991600037,0.6863623857498169,0.1475103497505188,0.6627265810966492,0.9767711758613586
2,0.6687071323394775,0.15182778239250183,0.6700325608253479,0.8874323964118958,0.6985438466072083,0.14610569179058075,0.6737164855003357,0.9693379998207092
3,0.6833903193473816,0.14899341762065887,0.6769143342971802,0.9082733392715454,0.7101652026176453,0.14342275261878967,0.6842539310455322,0.9639953374862671
4,0.6918321847915649,0.14628128707408905,0.6821419596672058,0.9152424335479736,0.7149257659912109,0.14269603788852692,0.6895572543144226,0.9586527347564697
5,0.6975934505462646,0.1453656107187271,0.6866083145141602,0.9167689681053162,0.7145057320594788,0.14178244769573212,0.6886447072029114,0.9607433080673218
6,0.7010542154312134,0.14398211240768433,0.6886691451072693,0.9199548959732056,0.7020442485809326,0.14272929728031158,0.6758197546005249,0.9718931317329407
7,0.7060153484344482,0.14297093451023102,0.6910661458969116,0.9264593720436096,0.7188462615013123,0.14065931737422943,0.6971673965454102,0.943321704864502
8,0.7078557014465332,0.14263679087162018,0.6938943862915039,0.9221451282501221,0.7110053300857544,0.14104682207107544,0.6836584210395813,0.9688733816146851
9,0.71115642786026,0.14187848567962646,0.6966075301170349,0.922676146030426,0.7195463180541992,0.13992777466773987,0.6928619146347046,0.9605110287666321
10,0.7123367190361023,0.14139024913311005,0.6973516345024109,0.9236385226249695,0.7114253640174866,0.14071188867092133,0.6844181418418884,0.9672473669052124
11,0.7134169340133667,0.14104561507701874,0.6991658806800842,0.9207513332366943,0.7196863889694214,0.1395156979560852,0.7083408832550049,0.9094076752662659
12,0.7152173519134521,0.14024585485458374,0.700249433517456,0.9224106669425964,0.7189862728118896,0.13945765793323517,0.7082276344299316,0.9077816605567932
13,0.7170377373695374,0.13984724879264832,0.7027287483215332,0.9195898175239563,0.7171660661697388,0.13897719979286194,0.6900050044059753,0.9637630581855774
14,0.7198583483695984,0.13898521661758423,0.7056798338890076,0.9182291626930237,0.7243069410324097,0.13752703368663788,0.7011018991470337,0.9458768963813782
15,0.7196183204650879,0.13877524435520172,0.7066441178321838,0.9145123362541199,0.7300475835800171,0.13709190487861633,0.7062293887138367,0.9454123377799988
16,0.7258796691894531,0.13693492114543915,0.7126805782318115,0.9135499000549316,0.7280873656272888,0.13651715219020844,0.7200595736503601,0.8980255722999573
17,0.7253996133804321,0.1364954113960266,0.7146820425987244,0.9062489867210388,0.7297675609588623,0.133745014667511,0.7076411843299866,0.9400696754455566
18,0.7292604446411133,0.13518473505973816,0.7190592885017395,0.9040918350219727,0.7329879403114319,0.13325953483581543,0.7140306830406189,0.9291521310806274
19,0.7307407855987549,0.13529141247272491,0.7233250141143799,0.8960608243942261,0.7357882857322693,0.1322285383939743,0.7151245474815369,0.933565616607666
20,0.7363420128822327,0.13356700539588928,0.7298213243484497,0.893306314945221,0.7416689991950989,0.13122613728046417,0.7245345115661621,0.9219512343406677
21,0.7372021675109863,0.13285310566425323,0.7321730852127075,0.8893572092056274,0.740548849105835,0.13232210278511047,0.7476767897605896,0.8596979975700378
22,0.7386825084686279,0.13279001414775848,0.7355392575263977,0.8845120072364807,0.7472696900367737,0.13052703440189362,0.7567789554595947,0.8557491302490234
23,0.7407829761505127,0.13171035051345825,0.7400419116020203,0.8786048293113708,0.7531504034996033,0.1289079636335373,0.7548115253448486,0.8745644688606262
24,0.7428033947944641,0.13070759177207947,0.7433650493621826,0.8756181001663208,0.7502100467681885,0.1284935027360916,0.7447097897529602,0.8910568952560425
25,0.7489247918128967,0.1295705884695053,0.7507988214492798,0.8733614087104797,0.7521702647209167,0.12905682623386383,0.771471381187439,0.836701512336731
26,0.75006502866745,0.12922538816928864,0.7519640922546387,0.8734941482543945,0.7509101033210754,0.12765876948833466,0.7577551007270813,0.8624854683876038
27,0.7519254088401794,0.1282893419265747,0.7554159760475159,0.870208740234375,0.7528703212738037,0.12716184556484222,0.7616398930549622,0.858768880367279
28,0.754245936870575,0.12757468223571777,0.7584868669509888,0.8690140247344971,0.7559506893157959,0.12556423246860504,0.7636887431144714,0.8617886304855347
29,0.7541658878326416,0.12754452228546143,0.7594358921051025,0.8667241930961609,0.7586110234260559,0.12520529329776764,0.755797803401947,0.8857142925262451
30,0.757746696472168,0.12675216794013977,0.7624887228012085,0.8687153458595276,0.7346681356430054,0.13040094077587128,0.802611768245697,0.7423925399780273
31,0.7595471143722534,0.1254938244819641,0.7665165662765503,0.8644011616706848,0.7619714140892029,0.12334100157022476,0.7577676773071289,0.8894308805465698
32,0.7594670653343201,0.12572923302650452,0.7676866054534912,0.8617462515830994,0.766171932220459,0.12292049080133438,0.7847417593002319,0.8434378504753113
33,0.76338791847229,0.12524482607841492,0.7706158757209778,0.864932119846344,0.7670120596885681,0.12265416234731674,0.7875027060508728,0.840185821056366
34,0.764748215675354,0.12410212308168411,0.7731557488441467,0.8629077672958374,0.7644917368888855,0.12297914922237396,0.7816190719604492,0.8455284833908081
35,0.7679489254951477,0.12333618849515915,0.7782816290855408,0.8600537776947021,0.7607113122940063,0.12206076085567474,0.7906404137611389,0.8202090859413147
36,0.767768919467926,0.12316398322582245,0.7782885432243347,0.8596223592758179,0.7633715867996216,0.12304141372442245,0.763874888420105,0.8792102336883545
37,0.7682089805603027,0.12230589240789413,0.7788033485412598,0.8596223592758179,0.7653318643569946,0.12118909507989883,0.7636910676956177,0.8843205571174622
38,0.7685290575027466,0.12218198925256729,0.780020534992218,0.8579630255699158,0.7684122323989868,0.12053460627794266,0.7940980792045593,0.8313589096069336
39,0.7714497447013855,0.12136293202638626,0.7835232615470886,0.8578634858131409,0.7608513236045837,0.12238148599863052,0.8041695952415466,0.7974448204040527
40,0.7739102840423584,0.12107490003108978,0.7871717214584351,0.8565028309822083,0.7740128636360168,0.12048670649528503,0.8078243136405945,0.8202090859413147
41,0.7744503617286682,0.12024642527103424,0.7884544730186462,0.8553081154823303,0.7709324955940247,0.11971942335367203,0.7887902855873108,0.8466898798942566
42,0.7764908075332642,0.11976062506437302,0.7902988791465759,0.8564696311950684,0.7709324955940247,0.11919165402650833,0.7725138068199158,0.8787456154823303
43,0.7783312201499939,0.11940810829401016,0.7926034927368164,0.8563368916511536,0.7720526456832886,0.11938804388046265,0.8110620379447937,0.8106852769851685
44,0.778891384601593,0.11946460604667664,0.7936830520629883,0.8556067943572998,0.7691122889518738,0.11855840682983398,0.7765514254570007,0.8662021160125732
45,0.7782912254333496,0.11911704391241074,0.7929507493972778,0.8556067943572998,0.7779333591461182,0.11755847930908203,0.7999117374420166,0.842276394367218
46,0.7798515558242798,0.11828042566776276,0.7957145571708679,0.8540470600128174,0.778213381767273,0.1173071339726448,0.7956966161727905,0.8504065275192261
47,0.7795115113258362,0.11829335242509842,0.7948591113090515,0.8548434972763062,0.777513325214386,0.11749044805765152,0.804347813129425,0.8336817622184753
48,0.7811318635940552,0.11758743226528168,0.7988477349281311,0.8512594103813171,0.7698124051094055,0.11940634995698929,0.8231722116470337,0.7872241735458374
49,0.7850527167320251,0.11645710468292236,0.8018245100975037,0.8546444177627563,0.7756930589675903,0.11723677814006805,0.8123410940170288,0.8164924383163452
50,0.7838924527168274,0.11662928014993668,0.8022768497467041,0.851292610168457,0.7744329571723938,0.11899717152118683,0.8136935234069824,0.8116143941879272
51,0.7846125960350037,0.11676894873380661,0.8016886711120605,0.8539143204689026,0.7790535092353821,0.11614500731229782,0.7960911989212036,0.8515679240226746
52,0.7873132228851318,0.11590870469808578,0.8036119937896729,0.8564696311950684,0.7854942679405212,0.11482874304056168,0.8012166023254395,0.856678307056427
53,0.7881133556365967,0.11497797071933746,0.8060262203216553,0.8540138602256775,0.7803136110305786,0.11648303270339966,0.7923076748847961,0.8613240122795105
54,0.7879533767700195,0.11542263627052307,0.8071323037147522,0.8517572283744812,0.7821338772773743,0.11652028560638428,0.8160496950149536,0.8243902325630188
55,0.7889535427093506,0.11454285681247711,0.8102601766586304,0.8486045002937317,0.7847941517829895,0.11512283980846405,0.8186003565788269,0.8260162472724915
56,0.7889135479927063,0.11470182985067368,0.8087998628616333,0.8509939312934875,0.7819938659667969,0.11451787501573563,0.7951030731201172,0.8599303364753723
57,0.7937746047973633,0.1141873449087143,0.8133931756019592,0.8537483811378479,0.7822738885879517,0.11532486975193024,0.837837815284729,0.7921022176742554
58,0.7935745716094971,0.1135191023349762,0.8146877288818359,0.8511598706245422,0.7936152219772339,0.11321964114904404,0.8320431709289551,0.8239256739616394
59,0.790233850479126,0.11368749290704727,0.8122636079788208,0.8480071425437927,0.783113956451416,0.11459740996360779,0.8246936798095703,0.8130081295967102
60,0.7942747473716736,0.1136331558227539,0.8130856156349182,0.8553413152694702,0.7840940952301025,0.11428600549697876,0.834584653377533,0.8004645705223083
61,0.7935145497322083,0.11292634904384613,0.8130788207054138,0.853715181350708,0.7901148200035095,0.11268880218267441,0.8259758353233337,0.8257839679718018
62,0.7915941476821899,0.11312054842710495,0.812589168548584,0.8503965735435486,0.7868944406509399,0.11638417094945908,0.8440049290657043,0.7930313348770142
63,0.7960951328277588,0.11215191334486008,0.8166888952255249,0.8532505631446838,0.7889946699142456,0.11289260536432266,0.8241427540779114,0.8262485265731812
64,0.7957550883293152,0.11139589548110962,0.8186558485031128,0.8493014574050903,0.7913749814033508,0.11224239319562912,0.8107749819755554,0.8529616594314575
65,0.7965752482414246,0.11152143031358719,0.8202232718467712,0.8485049605369568,0.7931951880455017,0.11122920364141464,0.8347538113594055,0.8190476298332214
66,0.799795925617218,0.11064878851175308,0.8208193778991699,0.8543789386749268,0.7955754399299622,0.11138231307268143,0.8094409108161926,0.8643437623977661
67,0.7965952754020691,0.11106761544942856,0.8179444074630737,0.8522549867630005,0.7915149927139282,0.11173701286315918,0.8208751082420349,0.836701512336731
68,0.7973554134368896,0.11096957325935364,0.8194448947906494,0.8514253497123718,0.7952954173088074,0.11085174977779388,0.8216791152954102,0.8434378504753113
69,0.7994558811187744,0.11043891310691833,0.8225123286247253,0.8509275317192078,0.7885746359825134,0.11166313290596008,0.8422728180885315,0.7988385558128357
